date,freq,variable,value
2020-04-01,m,LF4C,75.9
2020-04-01,q,LF4C,75.7
2020-04-01,m,LF4D,72.2
2020-04-01,q,LF4D,72.1
2020-04-01,m,LF4E,71.4
2020-04-01,q,LF4E,71.6
2020-04-01,m,LF4F,70.9
2020-04-01,q,LF4F,71.0
2020-04-01,m,LF4G,72.0
2020-04-01,q,LF4G,71.9
2020-04-01,m,LF4R,8482.0
2020-04-01,q,LF4R,8529.0
2020-04-01,m,LF4S,5124.0
2020-04-01,q,LF4S,5156.0
2020-04-01,m,LF4T,21.0
2020-04-01,q,LF4T,21.1
2020-04-01,m,LF4U,24.9
2020-04-01,q,LF4U,25.0
2020-04-01,m,LF59,22.8
2020-04-01,q,LF59,23.4
2020-04-01,m,LF5A,22.2
2020-04-01,q,LF5A,22.3
2020-04-01,m,LF5B,23.3
2020-04-01,q,LF5B,23.6
2020-04-01,m,LF5C,19.9
2020-04-01,q,LF5C,20.4
2020-04-01,m,LF5D,22.0
2020-04-01,q,LF5D,22.3
2020-04-01,m,LF5E,19.1
2020-04-01,q,LF5E,19.4
2020-04-01,m,LF5F,21.0
2020-04-01,q,LF5F,20.7
2020-04-01,m,LF5G,18.1
2020-04-01,q,LF5G,18.1
2020-04-01,m,LF5H,18.8
2020-04-01,q,LF5H,19.2
2020-04-01,m,LF5I,20.6
2020-04-01,q,LF5I,20.7
2020-04-01,m,LF5J,24.0
2020-04-01,q,LF5J,23.9
2020-04-01,m,LF5K,23.4
2020-04-01,q,LF5K,23.2
2020-04-01,m,LF5L,25.4
2020-04-01,q,LF5L,25.9
2020-04-01,m,LF5M,26.5
2020-04-01,q,LF5M,26.6
2020-04-01,m,LF5N,28.1
2020-04-01,q,LF5N,28.6
2020-04-01,m,LF5O,24.3
2020-04-01,q,LF5O,24.4
2020-04-01,m,LF5P,26.2
2020-04-01,q,LF5P,26.5
2020-04-01,m,LF5Q,24.1
2020-04-01,q,LF5Q,24.4
2020-04-01,m,LF5R,26.4
2020-04-01,q,LF5R,26.0
2020-04-01,m,LF5S,20.8
2020-04-01,q,LF5S,21.2
2020-04-01,m,LF5T,21.4
2020-04-01,q,LF5T,21.7
2020-04-01,m,LF5U,24.7
2020-04-01,q,LF5U,24.9
2020-04-01,m,LF5V,26.5
2020-04-01,q,LF5V,26.3
2020-04-01,m,LF5W,25.9
2020-04-01,q,LF5W,25.9
2020-04-01,m,LF5Y,72.3
2020-04-01,q,LF5Y,72.1
2020-04-01,m,LF5Z,70.2
2020-04-01,q,LF5Z,69.9
2020-04-01,m,LF62,65.7
2020-04-01,q,LF62,65.3
2020-04-01,m,LF63,2143.0
2020-04-01,q,LF63,2190.0
2020-04-01,m,LF64,1081.0
2020-04-01,q,LF64,1098.0
2020-04-01,m,LF65,1841.0
2020-04-01,q,LF65,1831.0
2020-04-01,m,LF66,1599.0
2020-04-01,q,LF66,1581.0
2020-04-01,m,LF67,177.0
2020-04-01,q,LF67,164.0
2020-04-01,m,LF68,92.0
2020-04-01,q,LF68,87.0
2020-04-01,m,LF69,2240.0
2020-04-01,q,LF69,2230.0
2020-04-01,m,LF6A,1241.0
2020-04-01,q,LF6A,1239.0
2020-04-01,m,LF6B,1107.0
2020-04-01,q,LF6B,1085.0
2020-04-01,m,LF6C,602.0
2020-04-01,q,LF6C,591.0
2020-04-01,m,LF6D,1257.0
2020-04-01,q,LF6D,1303.0
2020-04-01,m,LF6E,682.0
2020-04-01,q,LF6E,728.0
2020-04-01,m,LF6F,440.0
2020-04-01,q,LF6F,438.0
2020-04-01,m,LF6G,195.0
2020-04-01,q,LF6G,194.0
2020-04-01,m,LF6H,104.0
2020-04-01,q,LF6H,93.0
2020-04-01,m,LF6I,53.0
2020-04-01,q,LF6I,46.0
2020-04-01,m,LF6J,525.0
2020-04-01,q,LF6J,550.0
2020-04-01,m,LF6K,266.0
2020-04-01,q,LF6K,287.0
2020-04-01,m,LF6L,1716.0
2020-04-01,q,LF6L,1763.0
2020-04-01,m,LF6M,889.0
2020-04-01,q,LF6M,906.0
2020-04-01,m,LF6N,1333.0
2020-04-01,q,LF6N,1315.0
2020-04-01,m,LF6O,1179.0
2020-04-01,q,LF6O,1154.0
2020-04-01,m,LF6P,74.0
2020-04-01,q,LF6P,72.0
2020-04-01,m,LF6Q,39.0
2020-04-01,q,LF6Q,41.0
2020-04-01,m,LF6R,1635.0
2020-04-01,q,LF6R,1657.0
2020-04-01,m,LF6S,947.0
2020-04-01,q,LF6S,956.0
2020-04-01,m,LF6T,739.0
2020-04-01,q,LF6T,759.0
2020-04-01,m,LF6U,418.0
2020-04-01,q,LF6U,443.0
2020-04-01,m,LF6V,100.0
2020-04-01,q,LF6V,100.0
2020-04-01,m,LF6W,100.0
2020-04-01,q,LF6W,100.0
2020-04-01,m,LF6X,24.3
2020-04-01,q,LF6X,24.7
2020-04-01,m,LF6Y,20.3
2020-04-01,q,LF6Y,20.5
2020-04-01,m,LF6Z,20.9
2020-04-01,q,LF6Z,20.7
2020-04-01,m,LF72,30.1
2020-04-01,q,LF72,29.5
2020-04-01,m,LF73,2.0
2020-04-01,q,LF73,1.9
2020-04-01,m,LF74,1.7
2020-04-01,q,LF74,1.6
2020-04-01,m,LF75,25.4
2020-04-01,q,LF75,25.2
2020-04-01,m,LF76,23.3
2020-04-01,q,LF76,23.2
2020-04-01,m,LF77,0.5
2020-04-01,q,LF77,0.6
2020-04-01,m,LF78,0.4
2020-04-01,q,LF78,0.5
2020-04-01,m,LF79,12.6
2020-04-01,q,LF79,12.3
2020-04-01,m,LF7A,11.3
2020-04-01,q,LF7A,11.0
2020-04-01,m,LF7B,14.3
2020-04-01,q,LF7B,14.7
2020-04-01,m,LF7C,12.8
2020-04-01,q,LF7C,13.6
2020-04-01,m,LF7D,74.6
2020-04-01,q,LF7D,74.8
2020-04-01,m,LF7E,76.5
2020-04-01,q,LF7E,76.3
2020-04-01,m,LF7F,25.4
2020-04-01,q,LF7F,25.2
2020-04-01,m,LF7G,23.5
2020-04-01,q,LF7G,23.7
2020-04-01,m,LF7H,100.0
2020-04-01,q,LF7H,100.0
2020-04-01,m,LF7I,100.0
2020-04-01,q,LF7I,100.0
2020-04-01,m,LF7J,19.7
2020-04-01,q,LF7J,19.6
2020-04-01,m,LF7K,15.6
2020-04-01,q,LF7K,15.3
2020-04-01,m,LF7L,23.0
2020-04-01,q,LF7L,23.4
2020-04-01,m,LF7M,33.9
2020-04-01,q,LF7M,34.0
2020-04-01,m,LF7N,4.6
2020-04-01,q,LF7N,4.2
2020-04-01,m,LF7O,4.2
2020-04-01,q,LF7O,3.6
2020-04-01,m,LF7P,27.6
2020-04-01,q,LF7P,26.1
2020-04-01,m,LF7Q,23.8
2020-04-01,q,LF7Q,22.6
2020-04-01,m,LF7R,1.6
2020-04-01,q,LF7R,2.1
2020-04-01,m,LF7S,1.3
2020-04-01,q,LF7S,1.9
2020-04-01,m,LF7T,23.5
2020-04-01,q,LF7T,24.6
2020-04-01,m,LF7U,21.2
2020-04-01,q,LF7U,22.6
2020-04-01,m,LF7V,100.0
2020-04-01,q,LF7V,100.0
2020-04-01,m,LF7W,100.0
2020-04-01,q,LF7W,100.0
2020-04-01,m,LF7X,26.1
2020-04-01,q,LF7X,26.6
2020-04-01,m,LF7Y,21.9
2020-04-01,q,LF7Y,22.2
2020-04-01,m,LF7Z,20.3
2020-04-01,q,LF7Z,19.8
2020-04-01,m,LF82,29.0
2020-04-01,q,LF82,28.3
2020-04-01,m,LF83,1.1
2020-04-01,q,LF83,1.1
2020-04-01,m,LF84,1.0
2020-04-01,q,LF84,1.0
2020-04-01,m,LF85,24.9
2020-04-01,q,LF85,25.0
2020-04-01,m,LF86,23.3
2020-04-01,q,LF86,23.4
2020-04-01,m,LF87,16.4
2020-04-01,q,LF87,16.0
2020-04-01,m,LF88,14.6
2020-04-01,q,LF88,14.3
2020-04-01,m,LF89,11.2
2020-04-01,q,LF89,11.5
2020-04-01,m,LF8A,10.3
2020-04-01,q,LF8A,10.8
2020-04-01,m,LF8B,35.0
2020-04-01,q,LF8B,47.0
2020-04-01,m,LF8C,19.0
2020-04-01,q,LF8C,23.0
2020-04-01,m,LF8D,16.0
2020-04-01,q,LF8D,24.0
2020-04-01,m,LF8E,1075.0
2020-04-01,q,LF8E,1057.0
2020-04-01,m,LF8F,482.0
2020-04-01,q,LF8F,473.0
2020-04-01,m,LF8G,594.0
2020-04-01,q,LF8G,585.0
2020-04-01,m,LF8H,370.0
2020-04-01,q,LF8H,379.0
2020-04-01,m,LF8I,210.0
2020-04-01,q,LF8I,214.0
2020-04-01,m,LF8J,1014.0
2020-04-01,q,LF8J,1020.0
2020-04-01,m,LF8K,615.0
2020-04-01,q,LF8K,617.0
2020-04-01,m,LF8L,787.0
2020-04-01,q,LF8L,798.0
2020-04-01,m,LF8M,482.0
2020-04-01,q,LF8M,491.0
2020-04-01,m,LF8N,596.0
2020-04-01,q,LF8N,611.0
2020-04-01,m,LF8O,369.0
2020-04-01,q,LF8O,371.0
2020-04-01,m,LF8P,801.0
2020-04-01,q,LF8P,811.0
2020-04-01,m,LF8Q,482.0
2020-04-01,q,LF8Q,488.0
2020-04-01,m,LF8R,732.0
2020-04-01,q,LF8R,746.0
2020-04-01,m,LF8S,470.0
2020-04-01,q,LF8S,477.0
2020-04-01,m,LF8T,1275.0
2020-04-01,q,LF8T,1252.0
2020-04-01,m,LF8U,825.0
2020-04-01,q,LF8U,813.0
2020-04-01,m,LF8V,1024.0
2020-04-01,q,LF8V,1022.0
2020-04-01,m,LF8W,597.0
2020-04-01,q,LF8W,608.0
2020-04-01,m,LF8X,636.0
2020-04-01,q,LF8X,651.0
2020-04-01,m,LF8Y,369.0
2020-04-01,q,LF8Y,374.0
2020-04-01,m,LF8Z,7235.0
2020-04-01,q,LF8Z,7291.0
2020-04-01,m,LF92,4418.0
2020-04-01,q,LF92,4453.0
2020-04-01,m,LF93,451.0
2020-04-01,q,LF93,450.0
2020-04-01,m,LF94,253.0
2020-04-01,q,LF94,251.0
2020-04-01,m,LF95,796.0
2020-04-01,q,LF95,788.0
2020-04-01,m,LF96,453.0
2020-04-01,q,LF96,453.0
2020-04-01,m,LF97,326.0
2020-04-01,q,LF97,329.0
2020-04-01,m,LF98,193.0
2020-04-01,q,LF98,196.0
2020-04-01,m,LF99,27.7
2020-04-01,q,LF99,27.9
2020-04-01,m,LF9A,32.4
2020-04-01,q,LF9A,32.8
2020-04-01,m,LF9D,75.3
2020-04-01,q,LF9D,75.2
2020-04-01,m,LF9E,71.8
2020-04-01,q,LF9E,71.6
2020-04-01,m,LF9F,31340.0
2020-04-01,q,LF9F,31295.0
2020-04-01,m,LF9G,15206.0
2020-04-01,q,LF9G,15178.0
2020-04-01,m,LF9H,1313.0
2020-04-01,q,LF9H,1339.0
2020-04-01,m,LF9I,613.0
2020-04-01,q,LF9I,617.0
2020-04-01,m,LF9J,32653.0
2020-04-01,q,LF9J,32634.0
2020-04-01,m,LF9K,15819.0
2020-04-01,q,LF9K,15796.0
2020-04-01,m,LF9L,8950.0
2020-04-01,q,LF9L,8973.0
2020-04-01,m,LF9M,5371.0
2020-04-01,q,LF9M,5399.0
2020-04-01,m,LF9W,2307.0
2020-04-01,q,LF9W,2277.0
2020-04-01,m,LFK4,1297.0
2020-04-01,q,LFK4,1253.0
2020-04-01,m,LFK5,566.0
2020-04-01,q,LFK5,561.0
2020-04-01,m,LFK6,10.9
2020-04-01,q,LFK6,10.5
2020-04-01,m,LFK7,8.8
2020-04-01,q,LFK7,8.7
2020-04-01,m,LFK8,1323.0
2020-04-01,q,LFK8,1274.0
2020-04-01,m,LFK9,574.0
2020-04-01,q,LFK9,569.0
2020-04-01,m,LFL2,11.1
2020-04-01,q,LFL2,10.7
2020-04-01,m,LFL3,8.9
2020-04-01,q,LFL3,8.9
2020-04-01,m,LFL4,10615.0
2020-04-01,q,LFL4,10674.0
2020-04-01,m,LFL5,5845.0
2020-04-01,q,LFL5,5856.0
2020-04-01,m,LFL6,88.9
2020-04-01,q,LFL6,89.3
2020-04-01,m,LFL7,91.1
2020-04-01,q,LFL7,91.1
2020-04-01,m,LFL8,44.0
2020-04-01,q,LFL8,55.0
2020-04-01,m,LFL9,6572.0
2020-04-01,q,LFL9,6625.0
2020-04-01,m,LFM2,2237.0
2020-04-01,q,LFM2,2233.0
2020-04-01,m,LFM3,20.0
2020-04-01,q,LFM3,27.0
2020-04-01,m,LFM4,4066.0
2020-04-01,q,LFM4,4084.0
2020-04-01,m,LFM5,1251.0
2020-04-01,q,LFM5,1268.0
2020-04-01,m,LFP7,515.0
2020-04-01,q,LFP7,522.0
2020-04-01,m,LFP8,617.0
2020-04-01,q,LFP8,583.0
2020-04-01,m,LFP9,424.0
2020-04-01,q,LFP9,431.0
2020-04-01,m,LFQ2,298.0
2020-04-01,q,LFQ2,286.0
2020-04-01,q,LOJU,29.0
2020-04-01,q,LOJX,157.0
2020-04-01,m,LUAA,1.3
2020-04-01,q,LUAA,1.3
2020-04-01,m,LWDZ,20.1
2020-04-01,q,LWDZ,20.8
2020-04-01,m,LWEA,17.7
2020-04-01,q,LWEA,17.9
2020-04-01,m,LWEB,18.3
2020-04-01,q,LWEB,18.4
2020-04-01,m,LWEC,15.4
2020-04-01,q,LWEC,16.2
2020-04-01,m,LWED,17.8
2020-04-01,q,LWED,18.0
2020-04-01,m,LWEE,13.9
2020-04-01,q,LWEE,14.3
2020-04-01,m,LWEF,15.3
2020-04-01,q,LWEF,15.0
2020-04-01,m,LWEG,15.4
2020-04-01,q,LWEG,14.9
2020-04-01,m,LWEH,16.1
2020-04-01,q,LWEH,16.6
2020-04-01,m,LWEI,16.3
2020-04-01,q,LWEI,16.4
2020-04-01,m,LWEJ,21.4
2020-04-01,q,LWEJ,21.5
2020-04-01,m,LWEK,20.8
2020-04-01,q,LWEK,20.3
2020-04-01,m,LWEX,69.9
2020-04-01,q,LWEX,71.3
2020-04-01,m,LWEY,70.3
2020-04-01,q,LWEY,72.5
2020-04-01,m,LWEZ,69.6
2020-04-01,q,LWEZ,70.1
2020-04-01,m,LWFA,29.8
2020-04-01,q,LWFA,30.5
2020-04-01,m,LWFB,28.7
2020-04-01,q,LWFB,29.6
2020-04-01,m,LWFC,30.9
2020-04-01,q,LWFC,31.4
2020-04-01,m,LWFD,12.4
2020-04-01,q,LWFD,12.3
2020-04-01,m,LWFE,7.7
2020-04-01,q,LWFE,7.3
2020-04-01,m,LWFF,16.9
2020-04-01,q,LWFF,17.1
2020-04-01,m,LWFG,13.0
2020-04-01,q,LWFG,12.9
2020-04-01,m,LWFH,7.6
2020-04-01,q,LWFH,7.6
2020-04-01,m,LWFI,18.0
2020-04-01,q,LWFI,18.0
2020-04-01,m,LWFK,21.6
2020-04-01,q,LWFK,21.5
2020-04-01,m,LWFN,86.4
2020-04-01,q,LWFN,87.2
2020-04-01,m,LWYV,0.9
2020-04-01,q,LWYV,0.8
2020-04-01,m,LWYW,1.8
2020-04-01,q,LWYW,1.8
2020-04-01,m,LWYX,6.2
2020-04-01,q,LWYX,6.0
2020-04-01,m,LWYY,3.3
2020-04-01,q,LWYY,3.2
2020-04-01,m,LWYZ,9.3
2020-04-01,q,LWYZ,9.0
2020-04-01,m,LWZA,19.5
2020-04-01,q,LWZA,19.5
2020-04-01,m,LWZB,9.9
2020-04-01,q,LWZB,9.9
2020-04-01,m,LWZC,29.8
2020-04-01,q,LWZC,29.8
2020-04-01,m,LWZD,55.5
2020-04-01,q,LWZD,55.9
2020-04-01,m,LWZE,62.0
2020-04-01,q,LWZE,62.4
2020-04-01,m,LWZF,48.6
2020-04-01,q,LWZF,49.1
2020-04-01,m,LWZG,17.4
2020-04-01,q,LWZG,17.2
2020-04-01,m,LWZH,23.9
2020-04-01,q,LWZH,23.7
2020-04-01,m,LWZI,10.5
2020-04-01,q,LWZI,10.3
2020-04-01,m,LWZJ,0.9
2020-04-01,q,LWZJ,0.9
2020-04-01,m,LWZK,0.6
2020-04-01,q,LWZK,0.6
2020-04-01,m,LWZL,1.2
2020-04-01,q,LWZL,1.1
2020-04-01,m,LWZM,5.7
2020-04-01,q,LWZM,5.5
2020-04-01,m,LWZN,3.0
2020-04-01,q,LWZN,3.0
2020-04-01,m,LWZO,8.4
2020-04-01,q,LWZO,8.1
2020-04-01,m,LWZP,18.9
2020-04-01,q,LWZP,18.9
2020-04-01,m,LWZQ,8.4
2020-04-01,q,LWZQ,8.3
2020-04-01,m,LWZR,29.3
2020-04-01,q,LWZR,29.4
2020-04-01,m,LWZS,58.2
2020-04-01,q,LWZS,58.6
2020-04-01,m,LWZT,65.4
2020-04-01,q,LWZT,65.6
2020-04-01,m,LWZU,51.1
2020-04-01,q,LWZU,51.7
2020-04-01,m,LWZV,16.3
2020-04-01,q,LWZV,16.1
2020-04-01,m,LWZW,22.7
2020-04-01,q,LWZW,22.6
2020-04-01,m,LWZX,9.9
2020-04-01,q,LWZX,9.7
2020-04-01,m,LWZY,3.4
2020-04-01,q,LWZY,3.6
2020-04-01,m,LWZZ,1.8
2020-04-01,q,LWZZ,1.5
2020-04-01,m,LZIZ,6.5
2020-04-01,q,LZIZ,7.3
2020-04-01,m,LZJB,8.6
2020-04-01,q,LZJB,8.4
2020-04-01,m,LZJC,4.4
2020-04-01,q,LZJC,3.9
2020-04-01,m,LZJD,16.3
2020-04-01,q,LZJD,16.3
2020-04-01,m,LZJE,23.2
2020-04-01,q,LZJE,23.4
2020-04-01,m,LZJF,16.8
2020-04-01,q,LZJF,17.5
2020-04-01,m,LZJG,34.7
2020-04-01,q,LZJG,33.9
2020-04-01,m,LZJH,40.4
2020-04-01,q,LZJH,40.4
2020-04-01,m,LZJI,47.4
2020-04-01,q,LZJI,47.9
2020-04-01,m,LZJJ,27.4
2020-04-01,q,LZJJ,27.0
2020-04-01,m,LZJK,24.4
2020-04-01,q,LZJK,24.2
2020-04-01,m,LZJL,29.5
2020-04-01,q,LZJL,29.2
2020-04-01,m,LZJM,15.1
2020-04-01,q,LZJM,15.5
2020-04-01,m,LZKN,881.0
2020-04-01,q,LZKN,880.0
2020-04-01,q,MFY5,83.4
2020-04-01,q,MFY7,5413.0
2020-04-01,q,MFY9,16.6
2020-04-01,q,MFZ2,27163.0
2020-04-01,m,MGRN,27824.0
2020-04-01,q,MGRN,27829.0
2020-04-01,m,MGRO,13778.0
2020-04-01,q,MGRO,13808.0
2020-04-01,m,MGRP,14046.0
2020-04-01,q,MGRP,14021.0
2020-04-01,m,MGRQ,4740.0
2020-04-01,q,MGRQ,4664.0
2020-04-01,m,MGRR,3063.0
2020-04-01,q,MGRR,2986.0
2020-04-01,m,MGRS,1677.0
2020-04-01,q,MGRS,1678.0
2020-04-01,m,MGRT,97.0
2020-04-01,q,MGRT,95.0
2020-04-01,m,MGRU,48.0
2020-04-01,q,MGRU,45.0
2020-04-01,m,MGRV,49.0
2020-04-01,q,MGRV,50.0
2020-04-01,m,MGRW,49.0
2020-04-01,q,MGRW,46.0
2020-04-01,m,MGRX,26.0
2020-04-01,q,MGRX,26.0
2020-04-01,m,MGRY,23.0
2020-04-01,q,MGRY,19.0
2020-04-01,m,MGRZ,32709.0
2020-04-01,q,MGRZ,32634.0
2020-04-01,m,MGSA,16915.0
2020-04-01,q,MGSA,16865.0
2020-04-01,m,MGSB,15794.0
2020-04-01,q,MGSB,15769.0
2020-04-01,m,MGSC,1408.0
2020-04-01,q,MGSC,1390.0
2020-04-01,m,MGSD,755.0
2020-04-01,q,MGSD,748.0
2020-04-01,m,MGSE,653.0
2020-04-01,q,MGSE,642.0
2020-04-01,m,MGSF,34118.0
2020-04-01,q,MGSF,34024.0
2020-04-01,m,MGSG,17670.0
2020-04-01,q,MGSG,17613.0
2020-04-01,m,MGSH,16447.0
2020-04-01,q,MGSH,16411.0
2020-04-01,m,MGSI,19424.0
2020-04-01,q,MGSI,19531.0
2020-04-01,m,MGSJ,8261.0
2020-04-01,q,MGSJ,8323.0
2020-04-01,m,MGSK,11163.0
2020-04-01,q,MGSK,11208.0
2020-04-01,m,MGSL,53541.0
2020-04-01,q,MGSL,53555.0
2020-04-01,m,MGSM,25931.0
2020-04-01,q,MGSM,25936.0
2020-04-01,m,MGSN,27610.0
2020-04-01,q,MGSN,27618.0
2020-04-01,m,MGSP,82.9
2020-04-01,q,MGSP,82.8
2020-04-01,m,MGSR,61.1
2020-04-01,q,MGSR,60.9
2020-04-01,m,MGSS,65.2
2020-04-01,q,MGSS,65.0
2020-04-01,m,MGST,57.2
2020-04-01,q,MGST,57.1
2020-04-01,m,MGSV,79.3
2020-04-01,q,MGSV,79.2
2020-04-01,m,MGSX,4.1
2020-04-01,q,MGSX,4.1
2020-04-01,m,MGSY,4.3
2020-04-01,q,MGSY,4.2
2020-04-01,m,MGSZ,4.0
2020-04-01,q,MGSZ,3.9
2020-04-01,m,MGTA,27753.0
2020-04-01,q,MGTA,27761.0
2020-04-01,m,MGTB,13719.0
2020-04-01,q,MGTB,13763.0
2020-04-01,m,MGTC,14034.0
2020-04-01,q,MGTC,13997.0
2020-04-01,m,MGTD,4756.0
2020-04-01,q,MGTD,4654.0
2020-04-01,m,MGTE,3079.0
2020-04-01,q,MGTE,2977.0
2020-04-01,m,MGTF,1676.0
2020-04-01,q,MGTF,1676.0
2020-04-01,m,MGTG,91.0
2020-04-01,q,MGTG,94.0
2020-04-01,m,MGTH,43.0
2020-04-01,q,MGTH,44.0
2020-04-01,m,MGTI,47.0
2020-04-01,q,MGTI,50.0
2020-04-01,m,MGTJ,49.0
2020-04-01,q,MGTJ,44.0
2020-04-01,m,MGTK,25.0
2020-04-01,q,MGTK,25.0
2020-04-01,m,MGTL,24.0
2020-04-01,q,MGTL,19.0
2020-04-01,m,MGTM,32648.0
2020-04-01,q,MGTM,32553.0
2020-04-01,m,MGTN,16867.0
2020-04-01,q,MGTN,16810.0
2020-04-01,m,MGTO,15781.0
2020-04-01,q,MGTO,15743.0
2020-04-01,m,MGTP,1338.0
2020-04-01,q,MGTP,1359.0
2020-04-01,m,MGTQ,717.0
2020-04-01,q,MGTQ,734.0
2020-04-01,m,MGTR,621.0
2020-04-01,q,MGTR,625.0
2020-04-01,m,MGTS,33986.0
2020-04-01,q,MGTS,33912.0
2020-04-01,m,MGTT,17584.0
2020-04-01,q,MGTT,17544.0
2020-04-01,m,MGTU,16403.0
2020-04-01,q,MGTU,16368.0
2020-04-01,m,MGTV,19555.0
2020-04-01,q,MGTV,19643.0
2020-04-01,m,MGTW,8348.0
2020-04-01,q,MGTW,8392.0
2020-04-01,m,MGTX,11207.0
2020-04-01,q,MGTX,11250.0
2020-04-01,m,MGUE,61.0
2020-04-01,q,MGUE,60.8
2020-04-01,m,MGUF,65.0
2020-04-01,q,MGUF,64.8
2020-04-01,m,MGUG,57.2
2020-04-01,q,MGUG,57.0
2020-04-01,m,MGUI,79.0
2020-04-01,q,MGUI,79.0
2020-04-01,m,MGUK,3.9
2020-04-01,q,MGUK,4.0
2020-04-01,m,MGUL,4.1
2020-04-01,q,MGUL,4.2
2020-04-01,m,MGUM,3.8
2020-04-01,q,MGUM,3.8
2020-04-01,m,MGUQ,3738.0
2020-04-01,q,MGUQ,3683.0
2020-04-01,m,MGUR,1878.0
2020-04-01,q,MGUR,1843.0
2020-04-01,m,MGUS,1860.0
2020-04-01,q,MGUS,1840.0
2020-04-01,m,MGUX,4802.0
2020-04-01,q,MGUX,4816.0
2020-04-01,m,MGVA,731.0
2020-04-01,q,MGVA,692.0
2020-04-01,m,MGVF,558.0
2020-04-01,q,MGVF,549.0
2020-04-01,m,MGVG,302.0
2020-04-01,q,MGVG,294.0
2020-04-01,m,MGVH,256.0
2020-04-01,q,MGVH,256.0
2020-04-01,m,MGVI,565.0
2020-04-01,q,MGVI,558.0
2020-04-01,m,MGVJ,275.0
2020-04-01,q,MGVJ,284.0
2020-04-01,m,MGVK,290.0
2020-04-01,q,MGVK,275.0
2020-04-01,m,MGVM,160.0
2020-04-01,q,MGVM,157.0
2020-04-01,m,MGVP,17.0
2020-04-01,q,MGVP,13.0
2020-04-01,m,MGVU,2658.0
2020-04-01,q,MGVU,2717.0
2020-04-01,m,MGVV,1315.0
2020-04-01,q,MGVV,1356.0
2020-04-01,m,MGVW,1343.0
2020-04-01,q,MGVW,1360.0
2020-04-01,m,MGWB,1367.0
2020-04-01,q,MGWB,1362.0
2020-04-01,m,MGWE,4770.0
2020-04-01,q,MGWE,4818.0
2020-04-01,m,MGWG,63.7
2020-04-01,q,MGWG,63.5
2020-04-01,m,MGWH,68.1
2020-04-01,q,MGWH,67.9
2020-04-01,m,MGWI,59.6
2020-04-01,q,MGWI,59.4
2020-04-01,m,MGWQ,78.4
2020-04-01,q,MGWQ,78.5
2020-04-01,m,MGWT,13.6
2020-04-01,q,MGWT,12.8
2020-04-01,m,MGWY,13.0
2020-04-01,q,MGWY,13.0
2020-04-01,m,MGWZ,13.9
2020-04-01,q,MGWZ,13.8
2020-04-01,m,MGXA,12.1
2020-04-01,q,MGXA,12.2
2020-04-01,m,MGXB,3.0
2020-04-01,q,MGXB,2.9
2020-04-01,m,MGXC,2.8
2020-04-01,q,MGXC,2.9
2020-04-01,m,MGXD,3.1
2020-04-01,q,MGXD,3.0
2020-04-01,m,MGXF,3.2
2020-04-01,q,MGXF,3.2
2020-04-01,m,MGXI,2.3
2020-04-01,q,MGXI,1.8
2020-04-01,m,MGYK,494.0
2020-04-01,q,MGYK,502.0
2020-04-01,m,MGYL,483.0
2020-04-01,q,MGYL,472.0
2020-04-01,m,MGYM,103.0
2020-04-01,q,MGYM,109.0
2020-04-01,m,MGYN,63.0
2020-04-01,q,MGYN,62.0
2020-04-01,m,MGYO,157.0
2020-04-01,q,MGYO,137.0
2020-04-01,m,MGYP,107.0
2020-04-01,q,MGYP,108.0
2020-04-01,m,S2PN,32678.0
2020-04-01,m,S2PO,1403.0
2020-04-01,m,S2PP,19344.0
2020-04-01,m,S2PQ,31365.0
2020-04-01,m,S2PR,1380.0
2020-04-01,m,S2PS,8594.0
2020-04-01,m,S2PT,61.2
2020-04-01,m,S2PU,4.1
2020-04-01,m,S2PV,36.2
2020-04-01,m,S2PW,75.9
2020-04-01,m,S2PX,4.2
2020-04-01,m,S2PY,20.8
2020-04-01,m,S2PZ,-395.0
2020-04-01,m,S2Q2,39.0
2020-04-01,m,S2Q3,318.0
2020-04-01,m,S2Q4,-323.0
2020-04-01,m,S2Q5,50.0
2020-04-01,m,S2Q6,224.0
2020-04-01,m,S2Q7,-0.7
2020-04-01,m,S2Q8,0.2
2020-04-01,m,S2Q9,0.6
2020-04-01,m,S2QA,-0.7
2020-04-01,m,S2QB,0.2
2020-04-01,m,S2QC,0.6
2020-04-01,m,S2QD,-70.0
2020-04-01,m,S2QE,111.0
2020-04-01,m,S2QF,133.0
2020-04-01,m,S2QG,-57.0
2020-04-01,m,S2QH,104.0
2020-04-01,m,S2QI,-25.0
2020-04-01,m,S2QJ,-0.3
2020-04-01,m,S2QK,0.3
2020-04-01,m,S2QL,0.1
2020-04-01,m,S2QM,-0.2
2020-04-01,m,S2QN,0.3
2020-04-01,m,S2QO,-0.1
2020-04-01,m,YBSF,16184.0
2020-04-01,q,YBSF,16173.0
2020-04-01,m,YBSI,738.0
2020-04-01,q,YBSI,735.0
2020-04-01,m,YBSL,16922.0
2020-04-01,q,YBSL,16908.0
2020-04-01,m,YBSO,3491.0
2020-04-01,q,YBSO,3505.0
2020-04-01,m,YBSR,16134.0
2020-04-01,q,YBSR,16117.0
2020-04-01,m,YBSU,700.0
2020-04-01,q,YBSU,722.0
2020-04-01,m,YBSX,16834.0
2020-04-01,q,YBSX,16839.0
2020-04-01,m,YBTA,3579.0
2020-04-01,q,YBTA,3575.0
