LOCATION,INDICATOR,SUBJECT,Subject,MEASURE,FREQUENCY,TIME_PERIOD,OBS_VALUE
CAN,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2006,12.594697
CHE,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2006,11.891224
CHE,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2006,8.1500349
CHE,NEET,15_29,15-29 year-olds,PC_AGE,A,2006,9.9827404
CZE,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2006,20.741772
CZE,NEET,15_29,15-29 year-olds,PC_AGE,A,2006,14.068305
CZE,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2006,7.6992111
DEU,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2006,15.816465
DEU,NEET,15_29,15-29 year-olds,PC_AGE,A,2006,13.602721
DEU,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2006,11.466645
DNK,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2006,7.0761819
DNK,NEET,15_29,15-29 year-olds,PC_AGE,A,2006,6.2267218
DNK,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2006,5.3996654
ESP,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2006,12.553723
ESP,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2006,19.385227
ESP,NEET,15_29,15-29 year-olds,PC_AGE,A,2006,15.878056
EST,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2006,9.0182476
EST,NEET,15_29,15-29 year-olds,PC_AGE,A,2006,11.378634
EST,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2006,13.794852
FIN,NEET,15_29,15-29 year-olds,PC_AGE,A,2006,10.433372
FIN,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2006,11.843905
FIN,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2006,9.056138
FRA,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2006,12.679909
FRA,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2006,17.600737
FRA,NEET,15_29,15-29 year-olds,PC_AGE,A,2006,15.150719
GBR,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2006,17.715523
GBR,NEET,15_29,15-29 year-olds,PC_AGE,A,2006,15.114338
GBR,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2006,12.44111
GRC,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2006,23.051716
GRC,NEET,15_29,15-29 year-olds,PC_AGE,A,2006,16.701204
GRC,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2006,10.46841
HUN,NEET,15_29,15-29 year-olds,PC_AGE,A,2006,17.044252
HUN,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2006,12.806941
HUN,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2006,21.377028
IRL,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2006,12.604981
IRL,NEET,15_29,15-29 year-olds,PC_AGE,A,2006,10.397779
IRL,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2006,8.2553377
ISL,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2006,3.8883567
ISL,NEET,15_29,15-29 year-olds,PC_AGE,A,2006,5.4431047
ISL,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2006,7.0933933
ISR,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2006,30.31558
ISR,NEET,15_29,15-29 year-olds,PC_AGE,A,2006,29.988054
ISR,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2006,29.658512
ITA,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2006,23.742392
ITA,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2006,16.535662
ITA,NEET,15_29,15-29 year-olds,PC_AGE,A,2006,20.075226
JPN,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2006,7.9466233
JPN,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2006,16.274731
JPN,NEET,15_29,15-29 year-olds,PC_AGE,A,2006,12.038647
LUX,NEET,15_29,15-29 year-olds,PC_AGE,A,2006,8.56042
LUX,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2006,6.4416671
LUX,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2006,10.705957
LVA,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2006,10.35219
LVA,NEET,15_29,15-29 year-olds,PC_AGE,A,2006,14.360036
LVA,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2006,18.448355
MEX,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2006,37.171024
MEX,NEET,15_29,15-29 year-olds,PC_AGE,A,2006,23.233076
MEX,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2006,7.6060209
NLD,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2006,7.9736648
NLD,NEET,15_29,15-29 year-olds,PC_AGE,A,2006,6.2001452
NLD,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2006,4.4572248
NOR,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2006,6.536541
NOR,NEET,15_29,15-29 year-olds,PC_AGE,A,2006,7.8947368
NOR,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2006,9.3001413
NZL,NEET,15_29,15-29 year-olds,PC_AGE,A,2006,11.960715
NZL,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2006,7.1900048
NZL,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2006,16.655069
OAVG,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2006,10.865531
OAVG,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2006,17.654064
OAVG,NEET,15_29,15-29 year-olds,PC_AGE,A,2006,14.251013
POL,NEET,15_29,15-29 year-olds,PC_AGE,A,2006,17.429583
POL,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2006,19.9069
POL,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2006,15.022943
PRT,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2006,14.664776
PRT,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2006,10.183747
PRT,NEET,15_29,15-29 year-olds,PC_AGE,A,2006,12.392595
SVK,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2006,14.099825
SVK,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2006,24.362883
SVK,NEET,15_29,15-29 year-olds,PC_AGE,A,2006,19.12525
SVN,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2006,12.340079
SVN,NEET,15_29,15-29 year-olds,PC_AGE,A,2006,10.769654
SVN,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2006,9.2879419
SWE,NEET,15_29,15-29 year-olds,PC_AGE,A,2006,10.463096
SWE,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2006,10.388308
SWE,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2006,10.534561
TUR,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2006,24.926994
TUR,NEET,15_29,15-29 year-olds,PC_AGE,A,2006,42.636936
TUR,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2006,60.609295
USA,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2006,14.690506
USA,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2006,10.269282
USA,NEET,15_29,15-29 year-olds,PC_AGE,A,2006,12.458967
AUS,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2007,13.971406
AUS,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2007,7.1803341
AUS,NEET,15_29,15-29 year-olds,PC_AGE,A,2007,10.529561
AUT,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2007,9.2377405
AUT,NEET,15_29,15-29 year-olds,PC_AGE,A,2007,11.302896
AUT,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2007,13.356931
BEL,NEET,15_29,15-29 year-olds,PC_AGE,A,2007,12.734346
BEL,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2007,15.112073
BEL,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2007,10.400305
BRA,NEET,15_29,15-29 year-olds,PC_AGE,A,2007,19.93256
BRA,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2007,11.458596
BRA,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2007,28.335184
CAN,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2007,11.615245
CAN,NEET,15_29,15-29 year-olds,PC_AGE,A,2007,12.087744
CAN,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2007,12.573918
CHE,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2007,11.989288
CHE,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2007,8.4361534
CHE,NEET,15_29,15-29 year-olds,PC_AGE,A,2007,10.171865
COL,NEET,15_29,15-29 year-olds,PC_AGE,A,2007,26.659088
COL,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2007,37.698143
COL,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2007,15.45725
CZE,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2007,5.3319416
CZE,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2007,18.489092
CZE,NEET,15_29,15-29 year-olds,PC_AGE,A,2007,11.74424
DEU,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2007,14.901789
DEU,NEET,15_29,15-29 year-olds,PC_AGE,A,2007,12.578499
DEU,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2007,10.334047
DNK,NEET,15_29,15-29 year-olds,PC_AGE,A,2007,7.056663
DNK,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2007,6.2383208
DNK,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2007,7.9018693
ESP,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2007,19.184134
ESP,NEET,15_29,15-29 year-olds,PC_AGE,A,2007,15.614771
ESP,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2007,12.2304
EST,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2007,10.080876
EST,NEET,15_29,15-29 year-olds,PC_AGE,A,2007,13.03608
EST,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2007,16.064066
FIN,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2007,12.159229
FIN,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2007,8.1961203
FIN,NEET,15_29,15-29 year-olds,PC_AGE,A,2007,10.148082
FRA,NEET,15_29,15-29 year-olds,PC_AGE,A,2007,14.470678
FRA,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2007,16.751875
FRA,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2007,12.167993
GBR,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2007,11.746177
GBR,NEET,15_29,15-29 year-olds,PC_AGE,A,2007,14.935845
GBR,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2007,18.057343
GRC,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2007,10.72298
GRC,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2007,22.632759
GRC,NEET,15_29,15-29 year-olds,PC_AGE,A,2007,16.5748
HUN,NEET,15_29,15-29 year-olds,PC_AGE,A,2007,15.614381
HUN,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2007,11.314613
HUN,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2007,20.00639
IRL,NEET,15_29,15-29 year-olds,PC_AGE,A,2007,10.745055
IRL,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2007,8.5537577
IRL,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2007,12.984101
ISL,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2007,3.5910735
ISL,NEET,15_29,15-29 year-olds,PC_AGE,A,2007,4.898139
ISL,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2007,6.3043814
ISR,NEET,15_29,15-29 year-olds,PC_AGE,A,2007,29.706457
ISR,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2007,28.126638
ISR,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2007,31.386349
ITA,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2007,16.755741
ITA,NEET,15_29,15-29 year-olds,PC_AGE,A,2007,20.022511
ITA,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2007,23.400692
JPN,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2007,7.574388
JPN,NEET,15_29,15-29 year-olds,PC_AGE,A,2007,11.671296
JPN,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2007,15.964781
LUX,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2007,9.2893753
LUX,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2007,8.6035976
LUX,NEET,15_29,15-29 year-olds,PC_AGE,A,2007,8.9448242
LVA,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2007,18.548162
LVA,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2007,11.162136
LVA,NEET,15_29,15-29 year-olds,PC_AGE,A,2007,14.799329
MEX,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2007,36.765583
MEX,NEET,15_29,15-29 year-olds,PC_AGE,A,2007,23.328405
MEX,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2007,8.4398136
NLD,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2007,8.5044355
NLD,NEET,15_29,15-29 year-olds,PC_AGE,A,2007,6.7160082
NLD,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2007,4.9663706
NOR,NEET,15_29,15-29 year-olds,PC_AGE,A,2007,7.5164137
NOR,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2007,6.2555456
NOR,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2007,8.830328
NZL,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2007,7.4159374
NZL,NEET,15_29,15-29 year-olds,PC_AGE,A,2007,11.966498
NZL,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2007,16.483768
OAVG,NEET,15_29,15-29 year-olds,PC_AGE,A,2007,14.275716
OAVG,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2007,10.606795
OAVG,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2007,17.974153
POL,NEET,15_29,15-29 year-olds,PC_AGE,A,2007,15.541375
POL,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2007,18.449867
POL,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2007,12.713699
PRT,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2007,10.98106
PRT,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2007,15.936273
PRT,NEET,15_29,15-29 year-olds,PC_AGE,A,2007,13.425179
SVK,NEET,15_29,15-29 year-olds,PC_AGE,A,2007,17.211323
SVK,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2007,22.83679
SVK,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2007,11.809682
SVN,NEET,15_29,15-29 year-olds,PC_AGE,A,2007,10.104271
SVN,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2007,8.0457497
SVN,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2007,12.305007
SWE,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2007,10.171502
SWE,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2007,9.9900465
SWE,NEET,15_29,15-29 year-olds,PC_AGE,A,2007,10.078616
TUR,NEET,15_29,15-29 year-olds,PC_AGE,A,2007,41.328671
TUR,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2007,59.182957
TUR,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2007,23.627712
USA,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2007,10.64182
USA,NEET,15_29,15-29 year-olds,PC_AGE,A,2007,12.11044
USA,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2007,13.612319
AUS,NEET,15_29,15-29 year-olds,PC_AGE,A,2008,10.411158
AUS,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2008,6.937799
AUS,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2008,14.006763
AUT,NEET,15_29,15-29 year-olds,PC_AGE,A,2008,10.652842
AUT,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2008,12.076608
AUT,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2008,9.2202892
BEL,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2008,14.048738
BEL,NEET,15_29,15-29 year-olds,PC_AGE,A,2008,12.107311
BEL,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2008,10.200222
BRA,NEET,15_29,15-29 year-olds,PC_AGE,A,2008,18.951189
BRA,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2008,10.876859
BRA,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2008,27.049644
CAN,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2008,12.599632
CAN,NEET,15_29,15-29 year-olds,PC_AGE,A,2008,11.916313
CAN,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2008,11.24775
CHE,NEET,15_29,15-29 year-olds,PC_AGE,A,2008,9.5564461
CHE,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2008,8.388402
CHE,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2008,10.751578
COL,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2008,14.828151
COL,NEET,15_29,15-29 year-olds,PC_AGE,A,2008,25.683109
COL,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2008,36.49604
CZE,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2008,5.0452681
CZE,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2008,17.059755
CZE,NEET,15_29,15-29 year-olds,PC_AGE,A,2008,10.876886
DEU,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2008,9.064209
DEU,NEET,15_29,15-29 year-olds,PC_AGE,A,2008,11.645081
DEU,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2008,14.282501
DNK,NEET,15_29,15-29 year-olds,PC_AGE,A,2008,7.5828166
DNK,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2008,6.7418675
DNK,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2008,8.4917564
ESP,NEET,15_29,15-29 year-olds,PC_AGE,A,2008,16.669403
ESP,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2008,19.243582
ESP,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2008,14.223794
EST,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2008,16.498346
EST,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2008,6.3137498
EST,NEET,15_29,15-29 year-olds,PC_AGE,A,2008,11.34071
FIN,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2008,8.0982351
FIN,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2008,11.691432
FIN,NEET,15_29,15-29 year-olds,PC_AGE,A,2008,9.8611488
FRA,NEET,15_29,15-29 year-olds,PC_AGE,A,2008,14.030657
FRA,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2008,11.622087
FRA,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2008,16.417664
GBR,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2008,11.439487
GBR,NEET,15_29,15-29 year-olds,PC_AGE,A,2008,14.753457
GBR,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2008,18.117617
GRC,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2008,21.024082
GRC,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2008,11.055037
GRC,NEET,15_29,15-29 year-olds,PC_AGE,A,2008,15.98409
HUN,NEET,15_29,15-29 year-olds,PC_AGE,A,2008,16.267965
HUN,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2008,11.853448
HUN,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2008,20.780649
IRL,NEET,15_29,15-29 year-olds,PC_AGE,A,2008,12.79305
IRL,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2008,11.406027
IRL,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2008,14.198217
ISL,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2008,4.8842278
ISL,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2008,7.6688662
ISL,NEET,15_29,15-29 year-olds,PC_AGE,A,2008,6.2178707
ISR,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2008,28.05155
ISR,NEET,15_29,15-29 year-olds,PC_AGE,A,2008,27.539165
ISR,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2008,27.047714
ITA,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2008,22.904097
ITA,NEET,15_29,15-29 year-olds,PC_AGE,A,2008,19.150309
ITA,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2008,15.508717
JPN,NEET,15_29,15-29 year-olds,PC_AGE,A,2008,11.345651
JPN,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2008,15.344188
JPN,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2008,7.5238228
LUX,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2008,6.2719469
LUX,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2008,10.709317
LUX,NEET,15_29,15-29 year-olds,PC_AGE,A,2008,8.478632
LVA,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2008,10.343869
LVA,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2008,13.6434
LVA,NEET,15_29,15-29 year-olds,PC_AGE,A,2008,11.965773
MEX,NEET,15_29,15-29 year-olds,PC_AGE,A,2008,23.433718
MEX,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2008,8.2275019
MEX,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2008,37.405113
NLD,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2008,3.4698126
NLD,NEET,15_29,15-29 year-olds,PC_AGE,A,2008,5.1138353
NLD,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2008,6.7892504
NOR,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2008,7.314857
NOR,NEET,15_29,15-29 year-olds,PC_AGE,A,2008,6.6740332
NOR,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2008,6.0671258
NZL,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2008,15.852555
NZL,NEET,15_29,15-29 year-olds,PC_AGE,A,2008,12.102703
NZL,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2008,8.3503056
OAVG,NEET,15_29,15-29 year-olds,PC_AGE,A,2008,13.769975
OAVG,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2008,17.390763
OAVG,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2008,10.18705
POL,NEET,15_29,15-29 year-olds,PC_AGE,A,2008,13.661988
POL,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2008,10.011622
POL,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2008,17.358757
PRT,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2008,15.495399
PRT,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2008,9.0504036
PRT,NEET,15_29,15-29 year-olds,PC_AGE,A,2008,12.222537
SVK,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2008,21.435303
SVK,NEET,15_29,15-29 year-olds,PC_AGE,A,2008,16.171618
SVK,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2008,11.118025
SVN,NEET,15_29,15-29 year-olds,PC_AGE,A,2008,8.4530506
SVN,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2008,7.1410317
SVN,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2008,9.8920441
SWE,NEET,15_29,15-29 year-olds,PC_AGE,A,2008,8.7471857
SWE,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2008,8.1533298
SWE,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2008,9.3720589
TUR,NEET,15_29,15-29 year-olds,PC_AGE,A,2008,41.989979
TUR,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2008,60.00703
TUR,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2008,24.177479
USA,NEET,15_29,15-29 year-olds,PC_AGE,A,2008,12.778655
USA,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2008,11.326955
USA,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2008,14.257194
AUS,NEET,15_29,15-29 year-olds,PC_AGE,A,2009,12.320885
AUS,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2009,15.379288
AUS,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2009,9.351325
AUT,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2009,12.812237
AUT,NEET,15_29,15-29 year-olds,PC_AGE,A,2009,11.419484
AUT,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2009,10.014161
BEL,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2009,14.814271
BEL,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2009,10.699961
BEL,NEET,15_29,15-29 year-olds,PC_AGE,A,2009,12.740355
BRA,NEET,15_29,15-29 year-olds,PC_AGE,A,2009,19.579699
BRA,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2009,27.370123
BRA,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2009,11.696529
CAN,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2009,13.054038
CAN,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2009,13.662014
CAN,NEET,15_29,15-29 year-olds,PC_AGE,A,2009,13.361357
CHE,NEET,15_29,15-29 year-olds,PC_AGE,A,2009,10.703157
CHE,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2009,9.508111
CHE,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2009,11.965327
CHL,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2009,16.937721
CHL,NEET,15_29,15-29 year-olds,PC_AGE,A,2009,23.598259
CHL,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2009,30.18251
COL,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2009,14.383202
COL,NEET,15_29,15-29 year-olds,PC_AGE,A,2009,24.917742
COL,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2009,35.375092
CZE,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2009,17.842142
CZE,NEET,15_29,15-29 year-olds,PC_AGE,A,2009,12.826308
CZE,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2009,8.1256409
DEU,NEET,15_29,15-29 year-olds,PC_AGE,A,2009,11.639909
DEU,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2009,9.6959982
